task_id,completed,avg,std
25-20x20-A1_T1, 1.0, 0.02777811737905722, 0.024741120307921017
25-20x20-A2_T1, 1.0, 0.14229023097868776, 0.07409539099209173
25-20x20-A3_T1, 1.0, 0.4946847929205978, 0.1833749599524536
25-20x20-A4_T1, 1.0, 4.464744824961818, 2.4537335853845725
25-20x20-A5_T1, 1.0, 35.8325178909392, 17.196466412924785
25-20x20-A6_T1, 0.0, 120.03028177933942, 0.009690364688885091
25-20x20-A1_T3, 1.0, 0.025667513300722932, 0.02296827518516929
25-20x20-A2_T3, 1.0, 0.06929505034000613, 0.045277621244968924
25-20x20-A3_T3, 1.0, 0.09859272418019828, 0.056864115375495586
25-20x20-A4_T3, 1.0, 0.44253856106224704, 0.26682657661641723
25-20x20-A5_T3, 1.0, 1.7807991332592792, 1.3128998405002656
25-20x20-A6_T3, 0.96, 10.600994839080377, 23.298736718506305
25-20x20-A7_T3, 1.0, 24.37970431487949, 14.488622076656764
25-20x20-A8_T3, 0.64, 93.25947827888041, 28.71702161516277
25-20x20-A9_T3, 0.0, 120.03656420807965, 0.009295883437114046
75-20x20-A1_T1, 1.0, 0.009369383919402025, 0.010288943482189896
75-20x20-A2_T1, 1.0, 0.9085959181989892, 3.0244706925260583
75-20x20-A3_T1, 0.72, 43.09035470088042, 52.58243052825474
75-20x20-A4_T1, 0.18, 104.34168322050216, 35.1729785298824
75-20x20-A5_T1, 0.0, 120.03300411115896, 0.008393409109369475
75-20x20-A1_T3, 1.0, 0.006384891241032165, 0.0070270861352900215
75-20x20-A2_T3, 1.0, 0.9797743757610442, 5.010012441196813
75-20x20-A3_T3, 1.0, 2.0415129143395463, 6.77363254085237
75-20x20-A4_T3, 0.46, 66.9314579055793, 57.7391167176653
75-20x20-A5_T3, 0.16, 105.08589963564037, 35.74592267221916
75-20x20-A6_T3, 0.0, 120.03727423152013, 0.008810097118917492
