task_id,completed,avg,std
Open-20x20-A1_T1, 1.0, 0.04401093749984284, 0.042357504539471465
Open-20x20-A2_T1, 0.98, 0.7535438066200731, 4.269085583450959
Open-20x20-A3_T1, 1.0, 0.5816077555197262, 0.2982088949933782
Open-20x20-A4_T1, 0.96, 4.127509213760058, 5.459351261030742
Open-20x20-A5_T1, 0.98, 19.40065069124008, 5.023477820209217
Open-20x20-A6_T1, 0.0, 30.037011320359962, 0.06730230237057674
Open-20x20-A7_T1, 0.0, 30.05596526517991, 0.13544535336992505
Open-20x20-A8_T1, 0.0, 30.12426804573981, 0.16277390407533687
Open-20x20-A9_T1, 0.0, 30.762576305480252, 0.1331135764683339
Open-20x20-A10_T1, 0.0, 31.493447025280183, 0.33354677710208414
Open-20x20-A1_T3, 1.0, 0.03810988206030743, 0.038284972941065074
Open-20x20-A2_T3, 1.0, 0.1132100929801527, 0.06735762560811419
Open-20x20-A3_T3, 1.0, 0.13018497313962143, 0.08093753564992126
Open-20x20-A4_T3, 0.98, 1.0143326766798417, 4.228522550663269
Open-20x20-A5_T3, 1.0, 0.9160313744001178, 0.42672054300213175
Open-20x20-A6_T3, 1.0, 1.8748516981602734, 0.7306010361412723
Open-20x20-A7_T3, 0.94, 8.02615706978002, 6.115735349142167
Open-20x20-A8_T3, 0.96, 20.37529510006003, 4.91076280371879
Open-20x20-A9_T3, 0.02, 30.049838027840305, 0.16752846509346628
Open-20x20-A10_T3, 0.0, 30.104525867199847, 0.278041558503943
Obstacles65-20x20_A1_T1, 1.0, 0.03569679583983088, 0.03402023899611118
Obstacles65-20x20_A2_T1, 1.0, 0.12410579176001192, 0.09286546920007875
Obstacles65-20x20_A3_T1, 1.0, 0.5858373076604767, 0.23589824997138126
Obstacles65-20x20_A4_T1, 0.98, 3.3058483595398864, 3.9920885640664037
Obstacles65-20x20_A5_T1, 0.96, 16.11381379690014, 5.553402535386522
Obstacles65-20x20_A6_T1, 0.0, 30.0354257735399, 0.0612085296372501
Obstacles65-20x20_A7_T1, 0.0, 30.028290915200124, 0.008984054802685916
Obstacles65-20x20_A8_T1, 0.0, 30.11909157975977, 0.166169987152169
Obstacles65-20x20_A9_T1, 0.0, 30.779475193080216, 0.13299637726334004
Obstacles65-20x20_A10_T1, 0.0, 31.506307678020168, 0.3182943026459581
Obstacles65-20x20_A3_T3, 1.0, 0.10943620144018495, 0.07307860435877726
Obstacles65-20x20_A4_T3, 1.0, 0.30690426999994086, 0.15779602005764662
Obstacles65-20x20_A5_T3, 0.98, 1.3044895018800888, 4.115048737833391
Obstacles65-20x20_A6_T3, 0.94, 3.555655274340388, 6.827023077172697
Obstacles65-20x20_A7_T3, 0.98, 5.7876942884601155, 3.7583933089808323
Obstacles65-20x20_A8_T3, 0.96, 15.525980677879925, 4.535862623650779
Obstacles65-20x20_A9_T3, 0.06, 29.908847318379923, 0.630973452005225
Obstacles65-20x20_A10_T3, 0.0, 30.038086613439884, 0.05822097529531669
Maze0-20x20-A1_T1, 1.0, 0.023262555159963085, 0.02167017901222445
Maze0-20x20-A2_T1, 0.98, 1.0681117008598084, 4.3048133007953275
Maze0-20x20-A3_T1, 0.74, 8.778221123440234, 12.796862537949929
Maze0-20x20-A4_T1, 0.56, 15.933326414699986, 13.1838071241321
Maze0-20x20-A5_T1, 0.44, 23.316688378899855, 8.845651833596778
Maze0-20x20-A6_T1, 0.0, 30.05905534602003, 0.10734134802209824
Maze0-20x20-A7_T1, 0.0, 30.063316223899893, 0.1088132852523138
Maze0-20x20-A8_T1, 0.0, 30.133248923919965, 0.15702464083663042
Maze0-20x20-A9_T1, 0.0, 30.772430464099454, 0.15184222282471216
Maze0-20x20-A10_T1, 0.0, 31.56230152834032, 0.30843599640681024

Maze0-20x20-A1_T3, 1.0, 0.03591011714015622, 0.02587463203901193
Maze0-20x20-A2_T3, 0.94, 2.2590951350800608, 7.247142549948426
Maze0-20x20-A3_T3, 0.82, 6.645003896280104, 11.838114239059868
Maze0-20x20-A4_T3, 0.7, 11.041268398540197, 13.025272472485911
Maze0-20x20-A5_T3, 0.32, 21.37167944893983, 12.959704565722031
Maze0-20x20-A6_T3, 0.18, 26.03729025438006, 9.293596269474198
Maze0-20x20-A7_T3, 0.1, 28.15942331104001, 6.071904543128503
Maze0-20x20-A8_T3, 0.0, 30.05744107539955, 0.10351721203669008
Maze0-20x20-A9_T3, 0.0, 30.10616200188, 0.1986575994671089
Maze50-20x20-A1_T1, 1.0, 0.0541981157400005, 0.02581168141204175
Maze50-20x20-A2_T1, 0.98, 0.9949508689603681, 4.288010527727924
Maze50-20x20-A3_T1, 0.76, 8.460674608719783, 12.246721535320612
Maze50-20x20-A3_T3, 0.9, 3.695563432200288, 8.809312485302403
Maze50-20x20-A4_T1, 0.4, 21.6811367814798, 11.503363389380954
Maze50-20x20-A4_T3, 0.56, 18.096968013200023, 12.299876668700369
Maze50-20x20-A5_T1, 0.04, 29.723947446919773, 1.6716531835735202
Maze50-20x20-A5_T3, 0.14, 27.933908008660072, 6.7786238130321905
Maze50-20x20-A6_T1, 0.0, 30.096897771859876, 0.2248813256127835
Maze50-20x20-A6_T3, 0.0, 30.088365576120488, 0.20879280443203035
Maze50-20x20-A7_T1, 0.0, 30.070819688379853, 0.09937616444487851
Maze50-20x20-A7_T3, 0.0, 30.09206416994035, 0.2226770333265785
Maze50-20x20-A8_T1, 0.0, 30.259606636379903, 0.40393965420689054
Maze50-20x20-A8_T3, 0.0, 30.082958063820044, 0.18998802775777865
