task_id,completed,avg,std
Open-20x20-A1_T1, 1.0, 0.04474535841945908, 0.04098637881968503
Open-20x20-A1_T3, 1.0, 0.03846154063983704, 0.038220554555354606
Open-20x20-A2_T1, 0.98, 0.7340553080600511, 4.260848309265126
Open-20x20-A2_T3, 1.0, 0.11975601561971416, 0.0764411103092362
Open-20x20-A3_T1, 1.0, 0.5273288223000417, 0.2772668394202835
Open-20x20-A3_T3, 1.0, 0.13236622677984997, 0.08157306222428005
Open-20x20-A4_T1, 0.98, 3.244673856839581, 4.043756051835581
Open-20x20-A4_T3, 0.98, 0.9811155185600364, 4.226577049966397
Open-20x20-A5_T1, 0.9, 20.885141775920275, 5.649801632920992
Open-20x20-A5_T3, 1.0, 0.8232583763600269, 0.31212081243054257
Open-20x20-A6_T1, 0.0, 30.03523801404037, 0.06559177168587849
Open-20x20-A6_T3, 1.0, 1.706092177540195, 0.5796331349902354
Open-20x20-A7_T1, 0.0, 30.068328854700084, 0.1197590171301137
Open-20x20-A7_T3, 0.94, 7.616992602519604, 6.103052958255226
Open-20x20-A8_T1, 0.0, 30.177011784239294, 0.14898250149030978
Open-20x20-A8_T3, 0.98, 19.796844838779798, 4.744539791616943
Open-20x20-A9_T1, 0.0, 31.449701711339877, 0.34137685623478475
Open-20x20-A9_T3, 0.02, 30.03718160480006, 0.14133647918737302
Open-20x20-A10_T1, 0.0, 31.41665303811984, 0.31049335008591716
Open-20x20-A10_T3, 0.0, 30.048217786580135, 0.08440790848625436
Obstacles65-20x20_A1_T1, 1.0, 0.03536456038018514, 0.03389814122174673
Obstacles65-20x20_A2_T1, 1.0, 0.08466810547986825, 0.0641956615728559
Obstacles65-20x20_A3_T1, 1.0, 0.5560398527800134, 0.2368313932404297
Obstacles65-20x20_A3_T3, 1.0, 0.10191773950013157, 0.06819556099006084
Obstacles65-20x20_A4_T1, 0.98, 3.2362269806200494, 4.021312340983786
Obstacles65-20x20_A4_T3, 1.0, 0.304871845680027, 0.15267098997102532
Obstacles65-20x20_A5_T1, 0.96, 16.042779865700357, 5.495486429589514
Obstacles65-20x20_A5_T3, 1.0, 0.6910930961999838, 0.29368543032389505
Obstacles65-20x20_A6_T1, 0.0, 30.039867502160195, 0.08445903621120979
Obstacles65-20x20_A6_T3, 0.94, 3.3877085003600222, 6.918076065406994
Obstacles65-20x20_A7_T1, 0.0, 30.04768653325984, 0.07353132540168539
Obstacles65-20x20_A7_T3, 0.98, 5.61351888378027, 3.8573838913861986
Obstacles65-20x20_A8_T1, 0.0, 30.193278185839734, 0.17412396448936188
Obstacles65-20x20_A8_T3, 1.0, 14.760760086620067, 3.784579533488561
Obstacles65-20x20_A9_T1, 0.0, 31.357419731740155, 0.31359729404064335
Obstacles65-20x20_A9_T3, 0.06, 29.9208351984404, 0.5708558159693381
Obstacles65-20x20_A10_T1, 0.0, 31.421291003599762, 0.30000941821030985
Obstacles65-20x20_A10_T3, 0.0, 30.027531105300223, 0.008153851210976448
Maze0-20x20-A1_T1, 1.0, 0.022643646900032764, 0.020407448726054708
Maze0-20x20-A1_T3, 1.0, 0.03510018034023233, 0.028381339341916754
Maze0-20x20-A2_T1, 0.98, 0.9626368003802054, 4.303573163953756
Maze0-20x20-A2_T3, 0.94, 2.2466714111200417, 7.227718499036365
Maze0-20x20-A3_T1, 0.88, 4.731087480280184, 9.885289977459596
Maze0-20x20-A3_T3, 0.8, 6.679747893979948, 11.928547855868132
Maze0-20x20-A4_T1, 0.88, 6.0117346964598255, 9.322039216585857
Maze0-20x20-A4_T3, 0.74, 9.423981375320436, 12.648753898345303
Maze0-20x20-A5_T1, 0.78, 16.887877515439904, 9.194723244300288
Maze0-20x20-A5_T3, 0.52, 15.54040268861987, 14.106075698942568
Maze0-20x20-A6_T1, 0.08, 29.113987081139857, 4.33137891909808
Maze0-20x20-A6_T3, 0.34, 21.80655355792005, 12.162039545943754
Maze0-20x20-A7_T1, 0.0, 30.075183546859773, 0.17534554245806852
Maze0-20x20-A7_T3, 0.28, 23.20703274060004, 11.20388782913808
Maze0-20x20-A8_T1, 0.0, 30.185646272140147, 0.18337845707675007
Maze0-20x20-A8_T3, 0.18, 27.130385801960436, 6.591094236171917
Maze0-20x20-A9_T1, 0.0, 31.273637901260226, 0.32570134803827144
Maze0-20x20-A9_T3, 0.04, 29.861720293039763, 1.2866591552514286
Maze0-20x20-A10_T1, 0.0, 31.59737468182022, 0.4154376622116775
Maze0-20x20-A10_T3, 0.0, 30.074117869059773, 0.12013628469856752
Maze50-20x20-A1_T1, 1.0, 0.05537284005971742, 0.025904993075188176
Maze50-20x20-A2_T1, 0.98, 0.9028437770398887, 4.306178287583466
Maze50-20x20-A3_T1, 0.86, 5.0125381973201, 10.20120281002316
Maze50-20x20-A3_T3, 0.9, 3.734249401340276, 8.804612217382138
Maze50-20x20-A4_T1, 0.84, 8.287980169779912, 10.19671237696566
Maze50-20x20-A4_T3, 0.64, 14.906770601519966, 13.11828766669752
Maze50-20x20-A5_T1, 0.68, 21.456756064479922, 7.917045574228577
Maze50-20x20-A5_T3, 0.4, 20.11261086341983, 12.976311938699343
Maze50-20x20-A6_T1, 0.02, 29.713940837760383, 2.502048822923511
Maze50-20x20-A6_T3, 0.26, 23.793755060420082, 11.24890908082663
Maze50-20x20-A7_T1, 0.0, 30.07256130497983, 0.10932586150082148
Maze50-20x20-A7_T3, 0.2, 26.039946110779855, 8.82827340227917
Maze50-20x20-A8_T1, 0.0, 30.246650059339956, 0.3595559119418451
Maze50-20x20-A8_T3, 0.04, 29.579505839160266, 2.423631093998351
